Price,Close,High,Low,Open,Volume
2005-02-11,4.667375564575195,4.78991241258335,4.634249750539692,4.6489447568662925,524115360
2005-02-14,4.8065996170043945,4.808841002901712,4.507977538688282,4.554053371161403,1540945512
2005-02-15,4.862388610839844,4.977204699674549,4.808840704418927,4.821791671461305,1030280688
2005-02-16,4.941589832305908,4.964502938121753,4.839225928338137,4.8491885402927375,660630708
2005-02-17,4.928887367248535,4.974963674772095,4.90174016415476,4.92714475257543,416159424
2005-02-18,4.93013334274292,4.952299478366906,4.898004120468039,4.94408090474491,339096564
2005-02-22,4.766252040863037,4.953793358556197,4.741844519511469,4.894019110498862,538808652
2005-02-23,4.830509185791016,4.843709301620892,4.698756226686175,4.814319764564325,622816560
2005-02-24,4.704484939575195,4.728394638081466,4.538610990940708,4.567004410448274,1031539428
2005-02-25,4.629268646240234,4.730138130192153,4.620302628078373,4.710959877614101,398541060
2005-02-28,4.682069778442383,4.7288940117608576,4.6287714839795475,4.632507760433846,312423264
2005-03-01,4.6340012550354,4.725903775934872,4.532883567211109,4.714447697576382,372075552
2005-03-02,4.612083911895752,4.674099547611605,4.591661814436652,4.631261216715826,291128580
2005-03-03,4.657662391662598,4.676092251383798,4.590415589747988,4.635744929544304,304039656
2005-03-04,4.630016803741455,4.663639970232858,4.6093446070955055,4.649941555260743,270693036
2005-03-07,4.702493190765381,4.722168793224716,4.658159967645598,4.676839925774019,346349304
2005-03-08,4.612582683563232,4.728394906695403,4.606854169668092,4.709715424015705,321522156
2005-03-09,4.516693592071533,4.598883588427425,4.487056331838944,4.587924858970876,453961584
2005-03-10,4.482573509216309,4.512959169627045,4.418315534945757,4.508226774337237,437981580
2005-03-11,4.428277969360352,4.506731702635926,4.4120894954709735,4.494030356623517,320810868
2005-03-14,4.358292102813721,4.443221314127337,4.298020509424864,4.441478224889152,445418136
2005-03-15,4.448451995849609,4.483071750722585,4.338866115986648,4.36601331897162,416467116
2005-03-16,4.373484134674072,4.448451678012499,4.358790553127928,4.400881433176767,283967748
2005-03-17,4.465387344360352,4.474103738557865,4.378464957600901,4.41159076735616,330093576
2005-03-18,4.484067916870117,4.49303393518024,4.44097996543576,4.453433111388014,283316400
2005-03-21,4.504988670349121,4.537116941360685,4.414580095377187,4.464889550889844,299048652
2005-03-22,4.448202610015869,4.531388736343486,4.429524076709946,4.512460105549003,225042732
2005-03-23,4.457667350769043,4.489049127701504,4.432512384294198,4.432512384294198,193606200
2005-03-24,4.464392185211182,4.504490359633436,4.463146443408705,4.500505409570429,148059792
2005-03-28,4.51843786239624,4.602620583895624,4.506731686154187,4.524913821410269,349170480
2005-03-29,4.4723615646362305,4.564762850408914,4.435002128255826,4.509222229785409,258661080
2005-03-30,4.494279384613037,4.519185202959492,4.4731084186967305,4.499011779585519,249194556
2005-03-31,4.4957733154296875,4.517690302645939,4.4242928908473464,4.432014116883083,270473256
2005-04-01,4.484067916870117,4.5565435083751025,4.4828217005951805,4.526906245394872,247032720
2005-04-04,4.614823341369629,4.61557078631711,4.479086389770631,4.481825122971845,322732944
2005-04-05,4.696515083312988,4.73860596714334,4.67160926578172,4.675594215569454,349118532
2005-04-06,4.712703704833984,4.723413286308264,4.671857616408794,4.713202001486087,209893896
2005-04-07,4.825777053833008,4.847195743754658,4.698258660269385,4.701745313380287,387300312
2005-04-08,4.783188343048096,4.859151070463996,4.768244661192377,4.8240339638566265,204459336
2005-04-11,4.812577724456787,4.851679779953375,4.789912816774749,4.809090121982797,216203580
2005-04-12,4.830758571624756,4.842214649704915,4.717436414012444,4.806848872957209,292491216
2005-04-13,4.805105209350586,4.839724967475391,4.725406682143985,4.8185549497894495,261969768
2005-04-14,4.768244743347168,4.840721293126733,4.734621577234569,4.8135740864322365,245861892
2005-04-15,4.607601642608643,4.7405989336625485,4.599132971323975,4.734621271376099,462632904
2005-04-18,4.656665802001953,4.679330709202549,4.569993496014104,4.597140700760914,261749988
2005-04-19,4.7669997215271,4.7819429283538195,4.6830656726131945,4.715444044442673,336862800
2005-04-20,4.933868408203125,4.993643602961847,4.879325328548882,4.945823257327564,617441940
2005-04-21,5.086293697357178,5.105719675158407,4.964254194123034,4.99165102068445,709365924
2005-04-22,5.374953269958496,5.578933141062001,5.336349041708695,5.551535841857501,1326875796
2005-04-25,5.567227363586426,5.597363398269025,5.417541885280586,5.425014437359453,792806400
2005-04-26,5.448176383972168,5.529121117457084,5.436719831859722,5.484788375288642,690189120
2005-04-27,5.473829746246338,5.500479126791561,5.398115702611284,5.429247854924473,410181408
2005-04-28,5.465610980987549,5.531113737105651,5.42227388373088,5.466855773485323,346964688
2005-04-29,5.479309558868408,5.535347527669088,5.4250142047036265,5.526878857141419,366441192
2005-05-02,5.536343574523926,5.571460675872557,5.484539229807609,5.530366387417707,390305304
2005-05-03,5.633476734161377,5.682292251753881,5.512185622514552,5.525385739386852,710496792
2005-05-04,5.691009998321533,5.725380608854016,5.653651980218433,5.659379545265261,482856660
2005-05-05,5.6531524658203125,5.693998081133611,5.625756589479166,5.693998081133611,300083616
2005-05-06,5.6790547370910645,5.709689543597797,5.640450505372994,5.688519526968689,270285444
2005-05-09,5.629242897033691,5.691009380806342,5.61454789061801,5.678557184024781,221250528
2005-05-10,5.673576354980469,5.673576354980469,5.596865713213342,5.6155447210265725,253578168
2005-05-11,5.760497093200684,5.777682159326723,5.676813623069202,5.702715559144514,458692848
2005-05-12,5.696488857269287,5.783909072324354,5.68353789006418,5.7485418744144745,357570072
2005-05-13,5.709439754486084,5.7555155841134225,5.661620835743273,5.707945339124085,296323380
2005-05-16,5.754519939422607,5.768716174678664,5.692753455258621,5.7203989553123185,227028744
2005-05-17,5.806324005126953,5.814293904282504,5.733349645644453,5.742316138120634,312043644
2005-05-18,5.956507205963135,5.976681103482603,5.816037842933792,5.818279228913195,491987520
2005-05-19,5.957005023956299,6.006567985792976,5.934341066695205,5.985896740731963,388271340
2005-05-20,6.017526626586914,6.019021516640855,5.968711110517547,6.007564014871873,326213460
2005-05-23,6.36222505569458,6.428225633452448,6.04492303667,6.0561304401884595,854676468
2005-05-24,6.375922679901123,6.611035655361048,6.313658376310684,6.399832377493336,1160562276
2005-05-25,6.495721340179443,6.499955438467738,6.24217848526978,6.294481605707963,721593684
2005-05-26,6.45562219619751,6.569194455405427,6.433207386773573,6.499457594480023,541322136
2005-05-27,6.624983787536621,6.626228580164793,6.456868444899549,6.487004005967602,486876636
2005-05-31,6.905673980712891,6.933817304637211,6.708916539622303,6.710410480632265,888582528
2005-06-01,7.172914028167725,7.294704384683384,7.023976942209492,7.053365532216838,1406260332
2005-06-02,7.170423984527588,7.217246789620843,7.088233503560865,7.191094755238758,718245036
2005-06-03,6.980142116546631,7.205291534471499,6.909159518719183,7.142777607181051,750540708
2005-06-06,7.2461371421813965,7.316122672028973,7.019244160718844,7.0331912471941775,900134964
2005-06-07,7.300431728363037,7.461573756524744,7.230197523006557,7.399558124429456,971947080
2005-06-08,6.962707996368408,7.302176189312145,6.923854615469654,7.293708467220361,1027007964
2005-06-09,7.130823135375977,7.185367166251785,6.987613614178325,7.091222310550749,656986356
2005-06-10,7.035931587219238,7.154981308443974,6.974164628823151,7.147758853968275,507356136
2005-06-13,7.042158126831055,7.078022675612067,6.886993755893136,6.969183762096872,511615872
2005-06-14,6.932571887969971,7.004549660554577,6.917628681646082,6.938549550154158,403272324
2005-06-15,6.844155311584473,6.906419618286086,6.660597997972609,6.849136854757951,834488676
2005-06-16,6.90990686416626,6.931325552977666,6.801067958087022,6.830705219845848,497997504
2005-06-17,6.981138706207275,6.981138706207275,6.871551871595853,6.948760810156284,416958624
2005-06-20,7.140536308288574,7.16469468024756,6.767693651311211,6.876283886514983,840147012
2005-06-21,7.168928623199463,7.230197282805825,7.09744820394654,7.17465713656937,604686708
2005-06-22,7.205291748046875,7.280507022383417,7.18960109731757,7.21450691472448,418541040
2005-06-23,7.215503215789795,7.342523789453323,7.135555544639797,7.172914034409712,561693744
2005-06-24,7.403294086456299,7.421972618115265,7.2122651805962175,7.2451408959516606,710137152
2005-06-27,7.573899269104004,7.583114435665799,7.318862961735862,7.444388640561055,711403884
2005-06-28,7.521597862243652,7.702165398990865,7.521597862243652,7.628195389903286,760698540
2005-06-29,7.290469646453857,7.580873157882717,7.276273411184444,7.534049879389145,731216052
2005-06-30,7.326086044311523,7.445136723942361,7.248628429228642,7.330818439451775,603172224
2005-07-01,7.25385856628418,7.3781385045654515,7.203299486611536,7.3482511441214395,368734896
2005-07-05,7.364938259124756,7.371663365946685,7.228453851061351,7.2750284547315935,299460240
2005-07-06,7.260581970214844,7.412010055066334,7.2570957918450025,7.404538927095138,319691988
2005-07-07,7.3607048988342285,7.3671799084142835,7.185616254778665,7.2075332415446915,426457116
2005-07-08,7.377889633178711,7.409520082027489,7.323595228115156,7.378387929847797,298005696
2005-07-11,7.306160926818848,7.387104716604214,7.2481302427974335,7.382123647922336,335276388
2005-07-12,7.267059326171875,7.332311994366785,7.245889308386243,7.307157501041952,234361404
2005-07-13,7.443393230438232,7.452857071671698,7.275029207475628,7.285240019228674,457058484
2005-07-14,7.493951320648193,7.639899564712162,7.473528276145569,7.604782463582726,426281292
2005-07-15,7.501422882080078,7.55646567988827,7.466305306574552,7.502668623721208,337198464
2005-07-18,7.460329055786133,7.51910718762121,7.415747160190838,7.471786083776399,248063688
2005-07-19,7.718354225158691,7.729562578682783,7.516616675068471,7.524087803425224,504351144
2005-07-20,7.770656585693359,7.78584893933335,7.516616400696123,7.6105111542254145,571843584
2005-07-21,7.818973541259766,7.915110626580391,7.750980250960586,7.821713223720625,790784424
2005-07-22,7.531559944152832,7.702165342252883,7.38038099856192,7.6304362451245975,934536528
2005-07-25,7.368426322937012,7.553726257607397,7.3462592380923315,7.531310498978546,385965648
2005-07-26,7.374403476715088,7.421973252790122,7.274779728809589,7.34750542070682,392283324
2005-07-27,7.39532470703125,7.427701653433796,7.282499894771138,7.4154981300880305,288427284
2005-07-28,7.309896945953369,7.407279783906622,7.304417105844569,7.407279783906622,236786976
2005-07-29,7.166935920715332,7.293458189709691,7.14775861762626,7.276024450380809,334197468
2005-08-01,7.262825012207031,7.284991148219777,7.175405260798883,7.17590260837406,226269504
2005-08-02,7.451611518859863,7.459830092533529,7.2506204577347,7.262575307568013,291316392
2005-08-03,7.404539108276367,7.464812125003023,7.362198602478724,7.421972847961661,236986776
2005-08-04,7.415249347686768,7.446878848583424,7.353482388547046,7.360953516885296,209250540
2005-08-05,7.281253814697266,7.434674604290031,7.255351880812387,7.409519640796042,237350412
2005-08-08,7.25385856628418,7.363444921821199,7.234929936307523,7.312386596329586,179092728
2005-08-09,7.261828422546387,7.289473447754817,7.1856160809794725,7.271540936681551,230940828
2005-08-10,7.115131855010986,7.2807571308199215,7.0952071061418165,7.2551038683482805,274884840
2005-08-11,7.074534893035889,7.137547593355431,6.989108333325238,7.120362052594682,300295404
2005-08-12,7.215751647949219,7.227706497154401,7.014511923612791,7.057350251906759,263172564
2005-08-15,7.0732903480529785,7.2917160967756995,7.067561359697258,7.217744663376551,326661012
2005-08-16,7.114384174346924,7.167683409695926,7.056852264726678,7.095206871140175,284083632
2005-08-17,7.100686073303223,7.137297112658974,7.073289250369985,7.110897357541131,155176668
2005-08-18,6.973417282104492,6.986119576553649,6.84913686767426,6.871801299352614,474437088
2005-08-19,6.973666191101074,7.009779411885724,6.9642014017489435,6.998323334119958,221494284
2005-08-22,6.824479579925537,7.0102782759291955,6.808041958930268,7.004549287833954,272247480
2005-08-23,6.963205337524414,6.967191236360721,6.8272192256245035,6.878027452938794,232635132
2005-08-24,7.037674427032471,7.09196978434887,6.885250212893253,6.913144862029698,343380276
2005-08-25,7.038173198699951,7.073290302545141,6.972919110577012,7.037176605304523,174888936
2005-08-26,7.062829971313477,7.0986945183178,7.039916392085316,7.060338487956025,150061788
2005-08-29,7.184121131896973,7.200808375702696,7.029455538681501,7.029455538681501,235883880
2005-08-30,7.154733180999756,7.210522481747987,7.120113423181627,7.157722012181916,191488320
2005-08-31,7.123101711273193,7.185366966358216,7.0822560949816715,7.178642333995218,201158640
2005-09-01,7.12932825088501,7.160461353886335,7.098196097020248,7.120860529030024,109574316
2005-09-02,7.184121131896973,7.2224766879890625,7.134060349616328,7.135803913411857,137242620
2005-09-06,7.150747776031494,7.207533192038448,7.143026550207404,7.19781972859853,168323508
2005-09-07,7.34401798248291,7.359709108715431,7.10517013052319,7.120362485473639,299680020
2005-09-08,7.356968402862549,7.453852462982176,7.306409323779491,7.343021316168048,264267468
2005-09-09,7.449121475219727,7.449370149005057,7.386108771894471,7.404040809399258,175444380
2005-09-12,7.714369773864746,7.756211512258011,7.496692410479906,7.515370944431233,415044540
2005-09-13,7.762686729431152,7.858574195607249,7.625454876397903,7.695938703587964,411584004
2005-09-14,7.54650354385376,7.802536449718482,7.479257219411202,7.689214291541782,450580968
2005-09-15,7.537038803100586,7.639900053478336,7.419731694364939,7.459829866378475,618029352
2005-09-16,7.476767539978027,7.583862418709062,7.468547542483919,7.5719075687076725,302888808
2005-09-19,7.566178798675537,7.621221600885745,7.489468632405223,7.496692036228489,230245524
2005-09-20,7.668790817260742,7.753222208551722,7.602043263674222,7.6249563692225335,373665960
2005-09-21,7.768165588378906,7.81449104350999,7.620225103149041,7.681244140702766,404383212
2005-09-22,7.754965782165527,7.950477472018214,7.72507889574962,7.758203286955043,519735744
2005-09-23,7.85434103012085,7.900416865222021,7.785352088928889,7.795562900217763,339012648
2005-09-26,7.827442646026611,7.993565752987496,7.78460478955416,7.957451105579766,395380224
2005-09-27,7.818973541259766,7.930302979710391,7.805025980628438,7.844128980061563,274649076
2005-09-28,7.62122106552124,7.847864420673712,7.611258454272993,7.8259469606685155,319576104
2005-09-29,7.711380481719971,7.73877730838104,7.623213763417986,7.638157443908726,224327448
2005-09-30,7.8817362785339355,7.907638688202558,7.777878915232797,7.8259469841673255,365685948
2005-10-03,7.937027931213379,7.9726438025087765,7.790332246532629,7.81125311250268,366045588
2005-10-04,7.745750904083252,8.001783805662143,7.739274945523038,7.968658940683177,365406228
2005-10-05,7.738528251647949,7.842883437868387,7.671032781718202,7.787841588060956,332802864
2005-10-06,7.789336681365967,7.832423683410657,7.723086002237377,7.823955012696415,319432248
2005-10-07,7.795313835144043,7.886967678611444,7.734293847710444,7.840144400806683,270541188
2005-10-10,7.737033843994141,7.840891214590831,7.699674405002871,7.803284050955513,222665112
2005-10-11,7.623711109161377,7.786844893500805,7.592827631295191,7.736037142316336,341362296
2005-10-12,7.495944023132324,7.650858284885708,7.446878412154594,7.601296275522421,371875752
2005-10-13,7.40802526473999,7.5215975172410765,7.239661259104921,7.5215975172410765,422285292
2005-10-14,7.375648498535156,7.477513629077157,7.285986891118867,7.4692945811668245,340423236
2005-10-17,7.596315383911133,7.60129645233943,7.336296113775518,7.409520097599132,302365332
2005-10-18,7.5534772872924805,7.670036949658866,7.5400275479021985,7.595319022678046,282828888
2005-10-19,7.688467025756836,7.717607891308449,7.5704134191349075,7.571409537965504,280147572
2005-10-20,7.55148458480835,7.748988510134611,7.501921623577466,7.720596039534625,555911532
2005-10-21,8.465533256530762,8.628168758016637,8.293681638888998,8.612478581273793,914780304
2005-10-24,8.683460235595703,8.699649659064134,8.522567340054222,8.551957355748657,376890732
2005-10-25,8.640122413635254,8.652327359853475,8.53925388152582,8.611979567355101,274856868
2005-10-26,8.852570533752441,8.86651809465923,8.622190427004453,8.624432287423769,355943700
2005-10-27,8.793294906616211,8.89366610084696,8.758925721611106,8.881463051728996,205170624
2005-10-28,8.920565605163574,8.939992534976225,8.842111864473024,8.84833915030949,235903860
2005-10-31,9.268500328063965,9.333504789877766,8.953938452554848,8.972119162548472,573142284
2005-11-01,9.448820114135742,9.561395309315396,9.190544856046014,9.261527935786846,653589756
2005-11-02,9.456292152404785,9.588791616120625,9.393778222045329,9.506601135744742,422193384
2005-11-03,9.612451553344727,9.628142678720732,9.498631098766301,9.524285310464101,297638064
2005-11-04,9.724030494689941,9.757902328505292,9.59999828769142,9.712822141913707,352643004
2005-11-07,9.838598251342773,9.899368615294788,9.766869157133367,9.84034086599309,383276340
2005-11-08,9.710830688476562,9.85254531967186,9.677954496181773,9.819170830681108,315584100
2005-11-09,9.443092346191406,9.670732328426874,9.415197220386593,9.630384529925255,418257324
2005-11-10,9.740716934204102,9.746944219092418,9.40025311237769,9.423414891546962,364782852
2005-11-11,9.723282814025879,9.885171333790002,9.684678584737364,9.840839065661072,282273444
2005-11-14,9.88691520690918,9.918046885425191,9.751426914943265,9.766121446857436,312003684
2005-11-15,9.78305721282959,9.887661544218217,9.73698138243978,9.82240746212676,344651004
2005-11-16,9.916304588317871,9.933738328845171,9.815684722203967,9.867738219140964,347460192
2005-11-17,10.04830551147461,10.057272004437337,9.950674478805505,10.0072107463844,368119512
2005-11-18,9.967610359191895,10.074457502245565,9.958643866689892,10.04930158848743,280742976
2005-11-21,10.195500373840332,10.210942826780768,9.800243814675639,9.941708832558879,412990596
2005-11-22,10.372581481933594,10.393503300100512,10.117545628968683,10.177816752473538,383456160
2005-11-23,10.531729698181152,10.578055152672018,10.355396271044688,10.386776622142397,402996600
2005-11-25,10.675187110900879,10.678424615281747,10.592499293792434,10.604454616331696,193410396
2005-11-28,10.547172546386719,10.740442372581855,10.521270610214868,10.70507564683486,439895664
2005-11-29,10.050549507141113,10.619899572751029,10.015681073686844,10.571580923697216,858972168
2005-11-30,10.08466911315918,10.17283535864609,9.851798454750796,10.0684806397546,623240136
2005-12-01,10.313304901123047,10.346927112599776,10.168850121936275,10.191514552487677,389406204
2005-12-02,10.403216361999512,10.448793899972689,10.307577564908106,10.3842877314331,301438260
2005-12-05,10.10807991027832,10.398234740084101,10.068977384049228,10.385781119843994,411164424
2005-12-06,10.075453758239746,10.371087965356908,10.004721254661657,10.179062453851675,604406988
2005-12-07,10.067482948303223,10.129249902386597,9.937722704890733,10.115799689464744,466169364
2005-12-08,10.227629661560059,10.227629661560059,10.028131600090973,10.094382280138948,356043600
2005-12-09,10.19151496887207,10.355396680694591,10.17557516979208,10.335968804824143,305430264
2005-12-12,10.276444435119629,10.341200223417998,10.210194705936823,10.32675436556467,277725996
2005-12-13,10.397985458374023,10.410686803661854,10.25228540513503,10.273704569617951,326225448
2005-12-14,10.43459701538086,10.453775269416258,10.348174331874016,10.386777615459474,264950784
2005-12-15,10.524008750915527,10.538704231796578,10.373328581228058,10.438333043837458,241590168
2005-12-16,10.71329402923584,10.771822527736013,10.528988817271834,10.593495926200168,652566780
2005-12-19,10.575066566467285,11.11328392491902,10.463238351833663,10.76435191471733,876594528
2005-12-20,10.703084945678711,10.764353616392748,10.576810853156928,10.65626118603787,402984612
2005-12-21,10.61815357208252,10.880413282232361,10.47818251026438,10.797975080097201,448427124
2005-12-22,10.760368347167969,10.780789970384543,10.608192325977386,10.753642765177235,301562136
2005-12-23,10.732721328735352,10.771823856565835,10.679173891660437,10.763106986436334,183620196
2005-12-27,10.57606315612793,10.755883714877616,10.529240353042061,10.755883714877616,267843888
2005-12-28,10.627120018005371,10.6542672208132,10.491880402367336,10.568590565227678,284431284
2005-12-29,10.464235305786133,10.677928656303544,10.439828259178146,10.659248699690991,277554168
2005-12-30,10.33248233795166,10.41591808158748,10.304588164908408,10.392505731168688,303180516
2006-01-03,10.83981704711914,10.850775777687653,10.416167102077809,10.523262924327774,524323152
2006-01-04,11.089125633239746,11.181775595899422,10.95239207517269,11.055752094469685,610844544
2006-01-05,11.238560676574707,11.246281902366214,10.995977511058975,11.108054401672177,431899668
2006-01-06,11.59770393371582,11.718248056174538,11.28837183073955,11.378779922583588,709565724
2006-01-09,11.62858772277832,11.790476238860135,11.48014847074331,11.616383725804868,511164324
2006-01-10,11.699820518493652,11.712023567427202,11.507546329580174,11.566821806907548,363520116
2006-01-11,11.746394157409668,11.8330664583132,11.685374169618918,11.737427664570047,359935704
2006-01-12,11.54714584350586,11.830077752558408,11.494096703768847,11.798446828081278,404606988
2006-01-13,11.61240005493164,11.62833985422891,11.496836035458148,11.564081411212129,305957736
2006-01-17,11.633818626403809,11.703306813962476,11.519750442649942,11.532950085118095,330481188
2006-01-18,11.080906867980957,11.39098502222555,11.039562481324001,11.140431964610688,818608572
2006-01-19,10.87020206451416,11.29460089035983,10.784277679631991,11.236818404888416,580910508
2006-01-20,9.948931694030762,10.959366406131611,9.831375428617953,10.92624153803554,1643023332
2006-01-23,10.647294044494629,10.669460179104014,10.105091257356536,10.146186970995192,908746344
2006-01-24,11.03408432006836,11.081903721257849,10.821138875412126,10.859743109157911,617965416
2006-01-25,10.784276962280273,11.313029522688286,10.690132111795483,11.23905951787246,748842408
2006-01-26,10.815906524658203,10.958369062062728,10.549164057290065,10.947160709436027,516526956
2006-01-27,10.796479225158691,10.914284142011248,10.684153672983216,10.834087807518749,337749912
2006-01-30,10.630358695983887,10.791251591301998,10.585030778090443,10.690382096272458,343212444
2006-01-31,10.775808334350586,10.948656541724839,10.559376725455182,10.723755787339044,881757360
2006-02-01,10.0067138671875,10.012192283595162,9.651554547642132,9.6891621868176,1083815100
2006-02-02,9.863752365112305,10.12426946136974,9.86225747507884,10.057521434954857,471835692
2006-02-03,9.502864837646484,9.810453404705214,9.27921031043735,9.803480098766471,730540728
2006-02-06,9.591282844543457,9.71083134855532,9.453303056347508,9.596512587365142,357258384
2006-02-07,9.163396835327148,9.556413390043291,9.04957733217797,9.538730027413747,664542792
2006-02-08,9.19228744506836,9.232387513501388,8.833393303754349,9.177344239846708,831331836
2006-02-09,8.935507774353027,9.324787601102788,8.869258990087843,9.245089551475099,476019504
2006-02-10,9.031147003173828,9.078220383322073,8.795287500523237,9.014709855068995,608331060
2006-02-13,8.609987258911133,8.732027242176187,8.515096378782752,8.633399611276968,787923288
2006-02-14,8.550710678100586,8.759173317929674,8.527797574536866,8.600771932164825,585573840
2006-02-15,8.527298927307129,8.617459305357071,8.413976770312088,8.499653427354914,517362120
2006-02-16,9.127036094665527,9.14048441111427,8.57985125316422,8.609240318766512,851767380
2006-02-17,9.184069633483887,9.268501027914137,9.056302560663235,9.211716084054554,572235192
2006-02-21,9.130273818969727,9.303369762672036,9.09341220005034,9.12653706809593,347092560
2006-02-22,9.102875709533691,9.189050667552431,9.062280188629883,9.144220099203558,258788952
2006-02-23,9.416192054748535,9.495144072997281,9.100384930890009,9.10586334654383,501561936
2006-02-24,9.399504661560059,9.466004011731108,9.302123257287482,9.397015076536599,259112628
2006-02-27,9.722784996032715,9.755661188099385,9.471235334290427,9.49589200377215,408079512
2006-02-28,9.031396865844727,9.901111569774066,8.430913287220566,9.793020102645384,1575926496
2006-03-01,9.085691452026367,9.201503198151537,8.998520851068903,9.179337062671467,481965552
2006-03-02,9.375845909118652,9.491657650436112,9.020935285843093,9.072739157739917,732478788
2006-03-03,9.418932914733887,9.644580633852451,9.358659897542054,9.571356648681428,478001520
2006-03-06,9.167880058288574,9.548941268615105,9.14397036134242,9.486924691327118,357230412
2006-03-07,9.076973915100098,9.17659814010652,8.920067397975618,9.091171100371538,414736848
2006-03-08,8.81371784210205,8.966889494571966,8.730531720469424,8.814963109223383,469354176
2006-03-09,8.542741775512695,8.929531068169759,8.505382810492158,8.851326959461462,555859584
2006-03-10,8.405757904052734,8.580100043021107,8.257567323213744,8.555193751986623,772250976
2006-03-13,8.394800186157227,8.619950578535853,8.354702011384784,8.491186908160946,545150304
2006-03-14,8.745975494384766,8.77611058362369,8.284218606670882,8.396793808700819,737289972
2006-03-15,8.580101013183594,8.77436649849968,8.481224706568245,8.736260561777883,510241248
2006-03-16,8.43738842010498,8.685949225244942,8.415720583871957,8.682463047029344,400267332
2006-03-17,8.462793350219727,8.512356314567537,8.341750908190738,8.438136679509308,341725932
2006-03-20,8.672001838684082,8.71932388522778,8.506377523190574,8.526302745283154,415887696
2006-03-21,8.466032028198242,8.75842685484411,8.445110209473059,8.71733303533109,392850756
2006-03-22,8.473503112792969,8.5701375545391,8.405758490007763,8.461796462321056,303536160
2006-03-23,8.515094757080078,8.611230886110715,8.473003404559329,8.526550833588646,297090612
2006-03-24,9.110595703125,9.21744284152379,9.028655803636616,9.180830851822929,606616776
2006-03-27,9.207481384277344,9.257790365902418,9.090672101009423,9.14272464643499,280667052
2006-03-28,9.394523620605469,9.410962664727439,9.244341752740617,9.257790067761643,357474168
2006-03-29,9.837352752685547,9.937475273187715,9.45205739833044,9.462767455600902,760338900
2006-03-30,9.674468040466309,9.800491542380039,9.554171628414132,9.69314609836911,587879532
2006-03-31,9.7133207321167,9.75989486094651,9.564631852962597,9.681938482358621,1459395144
2006-04-03,9.705848693847656,9.77483953255758,9.661766046039457,9.701615544763264,324583092
2006-04-04,10.070472717285156,10.084420279016948,9.66699571526933,9.710830638101656,627999372
2006-04-05,10.161378860473633,10.325260571101634,10.032615201629651,10.166608602779847,535883580
2006-04-06,10.240829467773438,10.308324466915883,10.097619946868264,10.124020180318977,343596060
2006-04-07,10.115800857543945,10.282422733296809,10.062503042031494,10.271464002344308,280754964
2006-04-10,10.370339393615723,10.390014993188565,10.093135537578815,10.138714021278165,372431196
2006-04-11,10.202972412109375,10.43808493269461,10.117295751276682,10.37133690268332,443843712
